,Audio,Class
3777,"[-0.01149226 -0.04265185 -0.03702093 ... -0.01377261  0.00707147
 -0.00463203]",air_conditioner
3778,"[-0.22841978 -0.2363044  -0.07152601 ... -0.15568075 -0.08367735
 -0.05732522]",dog_bark
3779,"[-0.00191968 -0.00408896 -0.00727088 ...  0.00096377  0.0062157
 -0.00257334]",engine_idling
3780,"[-1.0833401e-03 -1.8618405e-03 -9.9843740e-04 ... -5.7557176e-05
  8.9435128e-04  3.1272457e-03]",jackhammer
3781,"[-0.04572088 -0.06033111 -0.03411264 ... -0.03049863 -0.02798262
 -0.02216141]",siren
3782,"[-9.3132257e-10 -2.7939677e-09 -2.0954758e-09 ...  2.4650905e-02
  3.1275585e-02 -4.9442053e-05]",drilling
3783,"[ 0.29550678  0.46448508  0.4419756  ... -0.25874424 -0.27956372
 -0.27035365]",drilling
3784,"[-0.00058609 -0.00104031 -0.00083608 ... -0.00025773 -0.00023362
 -0.00033846]",children_playing
3785,"[-0.00043532 -0.00073283 -0.00083679 ...  0.0044098   0.00348366
  0.00081496]",car_horn
3786,"[-0.00038705  0.0031208   0.00539542 ... -0.0044255  -0.00110213
  0.00160036]",air_conditioner
3787,"[-0.00169795 -0.00233242 -0.00214863 ... -0.00056144 -0.00060171
 -0.00061699]",siren
3788,[0.0080362  0.01309557 0.0128356  ... 0.02038055 0.01992551 0.00734032],car_horn
3789,[0.02651387 0.04253221 0.03015289 ... 0.05099589 0.05428184 0.06313597],siren
3790,"[-0.0060801  -0.00200651  0.00561754 ...  0.00319871  0.00016935
 -0.00298707]",car_horn
3791,[0.0025679  0.03204673 0.05306375 ... 0.02726809 0.02349849 0.0306064 ],children_playing
3792,"[-0.00383638  0.00451981  0.01121229 ... -0.00622042 -0.00339474
  0.00085484]",drilling
3793,"[-0.35889184 -0.48991674 -0.40019637 ...  0.33977032  0.5131297
  0.20986581]",gun_shot
3794,"[-0.00325182 -0.00494059 -0.00450506 ... -0.00063328 -0.00408624
 -0.00420662]",street_music
3795,"[-0.03727652 -0.01442744 -0.00205925 ...  0.06003296  0.04995091
  0.09546947]",children_playing
3796,"[-0.00855796 -0.01257209 -0.01011491 ...  0.00515271  0.00556906
  0.00493573]",engine_idling
3797,"[-0.00094435 -0.00262759 -0.00279516 ... -0.02528888 -0.02460523
 -0.0266811 ]",street_music
3798,"[-0.00360672 -0.0059019  -0.00676554 ... -0.0209455  -0.01954955
 -0.0209755 ]",engine_idling
3799,"[ 0.00079954 -0.00308138 -0.00613326 ...  0.03461423  0.03225657
  0.03026051]",air_conditioner
3800,"[-0.01580563 -0.03262433 -0.0426332  ...  0.02928785  0.02445627
  0.01870906]",car_horn
3801,"[ 0.00798169 -0.00263384 -0.03293649 ...  0.1011353   0.12229353
  0.04800744]",gun_shot
3802,"[-0.01818615  0.11596434  0.05040023 ...  0.06866857 -0.02731497
 -0.08269929]",car_horn
3803,"[ 0.03020128  0.0488459   0.04918806 ... -0.09155826 -0.08850634
 -0.0962022 ]",jackhammer
3804,"[-0.09887729 -0.14853421 -0.14907536 ... -0.09153815 -0.08904934
 -0.09857235]",dog_bark
3805,"[-0.00883781 -0.01369431 -0.01227194 ... -0.02345781 -0.02197594
 -0.02393799]",car_horn
3806,"[-0.0025076  -0.00840731 -0.01141177 ... -0.0004176   0.00372041
 -0.00631704]",engine_idling
3807,"[-0.00572876 -0.00903839 -0.01023566 ... -0.01210814 -0.00674978
  0.00087017]",drilling
3808,"[-0.06521685 -0.09534411 -0.07538027 ... -0.0377944  -0.03643776
 -0.03314413]",gun_shot
3809,"[ 0.00696442  0.00711934 -0.00101633 ... -0.00450055 -0.00279232
  0.00038289]",car_horn
3810,"[ 8.17834586e-02  1.08193494e-01  7.74632320e-02 ...  5.78415766e-03
  8.55293684e-03 -1.05478452e-04]",children_playing
3811,"[-0.12325668 -0.17953297 -0.15450265 ... -0.02846779 -0.02535978
 -0.02560324]",drilling
3812,"[ 0.03629073  0.06952506  0.03753173 ... -0.11595813 -0.15383792
 -0.06022029]",jackhammer
3813,"[-0.01141236 -0.01731359 -0.01735215 ... -0.01212628 -0.01079384
 -0.00392761]",gun_shot
3814,"[-2.3351815e-06  1.8268522e-05  3.1513446e-05 ... -1.5304543e-02
 -1.9219592e-02 -4.8218193e-03]",jackhammer
3815,[0.07721842 0.10849328 0.10337451 ... 0.03970888 0.03305693 0.02690294],engine_idling
3816,[0.02311303 0.03864376 0.03056441 ... 0.0200669  0.01790918 0.01844957],children_playing
3817,"[-0.01367125 -0.02066478 -0.01864567 ...  0.00162059  0.00198637
  0.00179006]",car_horn
3818,"[-0.00186493 -0.00246716  0.00156601 ... -0.04794557 -0.02047632
  0.01551059]",gun_shot
3819,"[-0.02073372 -0.05441767 -0.114084   ...  0.00458234  0.00266518
  0.01054649]",gun_shot
3820,"[ 0.00046118 -0.000286   -0.00127262 ... -0.03059316 -0.00335734
  0.03838745]",drilling
3821,[0.01280483 0.0131029  0.00455579 ... 0.03636553 0.03873945 0.0439107 ],street_music
3822,[0.016536   0.06299959 0.0084342  ... 0.0269449  0.00242536 0.14569557],dog_bark
3823,"[1.6124708e-04 1.5693558e-04 3.1437194e-05 ... 1.3809933e-03 1.2829441e-03
 1.4324557e-03]",engine_idling
3824,"[ 0.00021294 -0.00044026 -0.00127246 ...  0.00140267  0.00196001
  0.00073844]",gun_shot
3825,"[-0.01502366 -0.01678444 -0.00834362 ... -0.01219879 -0.00872041
 -0.00866412]",street_music
3826,"[-0.01505361  0.00319312  0.02500949 ... -0.05464928 -0.04471664
 -0.03458832]",jackhammer
3827,"[-0.0095842  -0.0151872  -0.01321461 ...  0.016139    0.01499423
  0.01544508]",jackhammer
3828,"[ 0.00743036  0.00150203 -0.02886983 ... -0.02429502 -0.01432616
 -0.00160997]",air_conditioner
3829,"[ 0.09289551  0.08206177  0.06658936 ... -0.11068726 -0.14053345
 -0.17156982]",children_playing
3830,"[-0.00073566 -0.0010344  -0.00093481 ... -0.00055931 -0.00089369
 -0.00090093]",street_music
3831,"[ 0.02639061  0.03145235  0.01039659 ... -0.06091146 -0.05295476
 -0.04723717]",air_conditioner
3832,"[-0.00617243 -0.0106886  -0.01070966 ...  0.0039995   0.00297453
  0.00294907]",engine_idling
3833,"[-0.00494915  0.05224538  0.05919155 ...  0.11468998 -0.00442695
 -0.05008941]",engine_idling
3834,"[-0.00770298 -0.01165834 -0.00254385 ...  0.01928657  0.01804629
  0.01985433]",siren
3835,"[-7.4505806e-09 -1.8626451e-09  1.8626451e-09 ... -1.9015417e-02
  4.2042546e-03 -1.5772883e-02]",dog_bark
3836,"[ 0.00301144  0.00444064  0.00412375 ... -0.03482731 -0.03383996
 -0.03678365]",street_music
3837,"[-0.02083963 -0.02466795 -0.03427899 ...  0.02770755  0.03862106
  0.05433342]",dog_bark
3838,"[-0.01117705 -0.02542625 -0.02491572 ...  0.06100571  0.07081934
  0.08787692]",gun_shot
3839,"[-0.00814708 -0.01169343 -0.0112041  ...  0.04579685  0.05616926
  0.07142797]",drilling
3840,"[ 0.00731831  0.03417142 -0.00580063 ...  0.45871514  0.39690554
  0.43476695]",drilling
3841,"[-0.01576519 -0.03878871 -0.0040843  ... -0.04139505 -0.01501249
 -0.01732728]",car_horn
3842,[0.02900914 0.04127092 0.02633936 ... 0.0759802  0.07495849 0.07152083],air_conditioner
3843,"[ 0.03833835  0.06275712  0.06285358 ... -0.01704866  0.00073368
  0.01957964]",engine_idling
3844,"[ 0.03124178  0.00659223 -0.0227956  ... -0.02303182  0.01163993
 -0.01175749]",drilling
3845,"[ 0.01958237  0.02807512  0.00979582 ... -0.11576022 -0.12462624
 -0.04836439]",gun_shot
3846,"[ 0.03022764  0.03849998  0.02613964 ... -0.01638841 -0.0142056
 -0.01257441]",jackhammer
3847,"[-0.00363155 -0.0057523   0.00016448 ... -0.00325458 -0.00615708
 -0.0070326 ]",car_horn
3848,"[-0.07289743 -0.19119227 -0.14253207 ...  0.03665795  0.0110049
 -0.01124361]",siren
3849,"[-0.07291998 -0.10765504 -0.10443562 ...  0.1399213   0.14939904
  0.17408234]",siren
3850,"[ 0.0138363   0.01952062  0.01392825 ... -0.01156922 -0.01133388
 -0.01404875]",dog_bark
3851,"[-0.03245373 -0.03844699 -0.01304907 ...  0.00695151  0.00141776
 -0.0308302 ]",children_playing
3852,"[ 2.9103830e-11  8.7311491e-11  2.9103830e-11 ... -7.1194445e-05
 -2.2367909e-05 -1.5814733e-04]",jackhammer
3853,"[-0.00131294 -0.00288167 -0.00491332 ... -0.01539816 -0.0074172
 -0.00155615]",dog_bark
3854,"[-0.0013542  -0.00175348 -0.00066222 ...  0.06637544  0.03990638
  0.01250993]",dog_bark
3855,"[ 0.02071293  0.02632664  0.01648447 ... -0.02302807 -0.01406309
 -0.02839289]",gun_shot
3856,"[-0.00957122 -0.01151973 -0.00430286 ... -0.00257587 -0.00905175
 -0.02174278]",siren
3857,"[-7.4505806e-09  0.0000000e+00 -1.1175871e-08 ...  1.3772801e-01
  1.1898351e-01  1.4139135e-01]",dog_bark
3858,"[-0.00018353 -0.00014451  0.00010615 ... -0.00065344 -0.00272827
 -0.00222134]",street_music
3859,"[ 6.6264416e-05 -2.3710742e-04 -6.4940599e-04 ... -2.6838150e-04
 -6.8389875e-04 -1.2504288e-03]",air_conditioner
3860,"[ 0.04569933  0.03139858 -0.01595886 ...  0.063301   -0.00717726
 -0.06917845]",air_conditioner
3861,[0.02978369 0.03969658 0.01973512 ... 0.02498815 0.02339974 0.04621125],dog_bark
3862,"[ 1.2428425e-05  1.4311244e-05  1.0771126e-03 ...  8.9862989e-03
 -5.8277850e-03 -3.9013156e-03]",car_horn
3863,"[-0.02641713 -0.03888081 -0.01357251 ...  0.00093122  0.00230379
  0.00392873]",car_horn
3864,"[ 0.05390723  0.15618752  0.2206055  ... -0.01058525  0.03138454
  0.1158255 ]",drilling
3865,"[-0.00032833 -0.00011605  0.00028011 ... -0.00380768 -0.01078368
 -0.01544258]",siren
3866,[0.00558065 0.00625157 0.00375039 ... 0.001657   0.00252176 0.00421809],dog_bark
3867,"[-0.0028313  -0.01173157 -0.03663571 ... -0.06918498 -0.0551756
 -0.05375151]",street_music
3868,"[ 9.0207970e-05  1.6802302e-04  1.6144937e-04 ... -1.5355888e-04
 -1.5052265e-04 -1.7314090e-04]",children_playing
3869,"[-0.00312739 -0.00473303 -0.00441195 ...  0.00119542  0.00128264
  0.00112308]",air_conditioner
3870,"[-0.00106875 -0.00094248 -0.00091741 ... -0.03432758 -0.03092124
 -0.03190893]",dog_bark
3871,"[-0.02247541 -0.02768582 -0.02344942 ... -0.00771922 -0.01207859
 -0.0157258 ]",jackhammer
3872,"[-0.00264804 -0.00242455 -0.00353208 ... -0.01383086 -0.01338489
 -0.01558288]",street_music
3873,"[-0.06292842 -0.1153328  -0.10412467 ... -0.01857045 -0.0202765
 -0.02678347]",jackhammer
3874,"[-0.01618401  0.00111636  0.01191005 ... -0.03796668 -0.02268516
  0.0266597 ]",gun_shot
3875,"[ 4.9798548e-02  6.9296949e-02  5.3685494e-02 ...  5.6394846e-03
  4.4679702e-03 -2.8261973e-05]",drilling
3876,[0.01366046 0.02162843 0.02043936 ... 0.01034652 0.01551681 0.03465978],jackhammer
3877,"[ 0.01578599  0.02437774  0.03196843 ... -0.00083208 -0.00264613
 -0.00562674]",car_horn
3878,"[-0.10365295 -0.10667399 -0.02165553 ...  0.1770708   0.21455562
  0.25359428]",gun_shot
3879,"[-0.00058331 -0.00073631 -0.00049257 ...  0.0001379  -0.00242609
 -0.00048633]",air_conditioner
3880,"[-0.03730189 -0.07096614 -0.05742472 ...  0.00625343 -0.02853744
 -0.03432297]",engine_idling
3881,"[-0.01582065 -0.02503734 -0.01485868 ... -0.03031752 -0.14777538
 -0.07406121]",car_horn
3882,"[-0.00157635 -0.01260652 -0.02612121 ... -0.01903017 -0.01066874
 -0.00195344]",street_music
3883,"[-0.01737027  0.0836233   0.10999782 ... -0.06150061 -0.02208997
  0.00456333]",car_horn
3884,"[ 0.02701961  0.03905118  0.03856944 ... -0.06126601 -0.04214019
 -0.03848943]",street_music
3885,"[ 0.00289818 -0.0157773  -0.01261806 ...  0.06687841  0.04206367
  0.02691676]",engine_idling
3886,"[ 0.00092663  0.00112591  0.00096923 ... -0.00152693 -0.00166214
 -0.00065954]",gun_shot
3887,"[-0.00247886 -0.00670721 -0.00430551 ... -0.00274182 -0.00569068
 -0.0091982 ]",engine_idling
3888,"[ 0.19508915  0.3010834   0.20846212 ... -0.09270664 -0.0653248
 -0.05237546]",air_conditioner
3889,"[ 0.24936539  0.32101518  0.19462824 ... -0.00707388 -0.07642464
 -0.18191138]",jackhammer
3890,"[ 0.03584007  0.02386503 -0.00674145 ...  0.01913944  0.13832912
  0.2564903 ]",gun_shot
3891,"[ 0.01007304  0.00243455 -0.00804577 ...  0.02298495  0.03059666
  0.03865997]",dog_bark
3892,"[ 0.14592354  0.21193251  0.18694139 ... -0.09062466 -0.08683644
 -0.09409533]",engine_idling
3893,"[ 0.00050267  0.0002927   0.00080195 ... -0.00557149 -0.00588024
 -0.00459968]",car_horn
3894,"[ 0.00099199 -0.00104577 -0.00242273 ...  0.01077346  0.01338932
  0.01496869]",dog_bark
3895,"[-0.01117596 -0.02649699 -0.02973283 ...  0.0436647   0.04256281
  0.04815065]",engine_idling
3896,"[ 0.03581292  0.02299072 -0.02226282 ...  0.21740812  0.14600533
  0.08229741]",street_music
3897,[0.0032664  0.0034051  0.0017444  ... 0.00991688 0.00865438 0.00474592],street_music
3898,"[-0.00026976 -0.00040448 -0.00040738 ...  0.00224695  0.0029599
  0.00386283]",street_music
3899,"[-0.01728455 -0.02374713 -0.00951632 ...  0.00412951  0.01266319
 -0.05442954]",children_playing
3900,[0.22016913 0.25828284 0.13735121 ... 0.0525862  0.05683173 0.12232576],children_playing
3901,"[ 0.02877045  0.05855173  0.05684372 ... -0.02983259 -0.04520843
 -0.0670502 ]",siren
3902,"[ 0.14439282  0.17537346  0.07493368 ... -0.24642661 -0.2093307
 -0.15408768]",air_conditioner
3903,"[ 0.0426617   0.06011384  0.05828712 ... -0.01041309 -0.08484461
 -0.0846457 ]",gun_shot
3904,"[2.5451314e-01 2.8609663e-01 2.2342150e-01 ... 1.5152498e-04 1.3194614e-04
 0.0000000e+00]",car_horn
3905,"[-0.01650618 -0.03171162 -0.03271394 ... -0.01577709 -0.0173521
 -0.02006087]",air_conditioner
3906,"[-0.00726887 -0.01387806 -0.01299337 ...  0.02152631  0.02996069
  0.05000348]",jackhammer
3907,"[ 0.09665768  0.18046753  0.16519575 ... -0.07391086 -0.07695191
 -0.09772665]",gun_shot
3908,"[-0.1454995  -0.22141826 -0.20282929 ... -0.17082435 -0.17138761
 -0.18385443]",engine_idling
3909,"[ 0.01317695  0.01691216 -0.04295052 ... -0.04745182 -0.1497607
 -0.26430136]",jackhammer
3910,"[ 0.10827821  0.18886054  0.16168322 ... -0.03639081 -0.02308892
 -0.00508882]",engine_idling
3911,"[-0.00105186 -0.0035794  -0.00671859 ... -0.01652813 -0.00453661
  0.01716729]",gun_shot
3912,"[ 0.05577864  0.12150444  0.12573907 ... -0.12540463 -0.26453948
 -0.4099937 ]",engine_idling
3913,"[ 0.0837507   0.1601434   0.18130858 ... -0.07946302 -0.03804567
  0.03518587]",siren
3914,"[-0.08296335 -0.09717266 -0.0264705  ...  0.16313249  0.51956487
  0.5513288 ]",gun_shot
3915,"[ 0.02300988  0.0335397   0.02554685 ... -0.09402639 -0.09370649
 -0.10154039]",children_playing
3916,"[ 0.00983038  0.01743796  0.01674658 ... -0.00991588 -0.01521768
 -0.00998797]",air_conditioner
3917,"[-0.12146876 -0.05189714  0.07118076 ... -0.04429911 -0.0749253
  0.0753568 ]",children_playing
3918,"[ 0.02622305  0.04161385  0.01886527 ... -0.20171764 -0.2105524
 -0.20383207]",drilling
3919,"[-0.00062072  0.00139412  0.00383748 ...  0.00262937  0.00262536
  0.00370156]",drilling
3920,"[-0.01439497 -0.00617928 -0.02281105 ... -0.00661266  0.00949591
 -0.04914718]",jackhammer
3921,"[ 0.00125398  0.00343281  0.00240671 ... -0.01296422 -0.00536129
  0.00439896]",siren
3922,"[ 0.00031806  0.00291409 -0.00904918 ... -0.00725483 -0.00733628
 -0.0082116 ]",children_playing
3923,"[ 0.01117958  0.01556452  0.01235262 ... -0.00693054 -0.00503537
 -0.00293498]",street_music
3924,"[-0.00240586 -0.01282054 -0.02175853 ...  0.01096836  0.00486658
  0.00234772]",car_horn
3925,"[-0.00083576 -0.00130481 -0.00122387 ... -0.00079398 -0.00074092
 -0.00054263]",dog_bark
3926,[0.09271084 0.12546936 0.14063601 ... 0.02358484 0.01980661 0.02045655],car_horn
3927,[0.03228393 0.05007045 0.03593811 ... 0.04472012 0.05179081 0.06166651],siren
3928,"[ 0.00906763  0.01556759  0.01338645 ... -0.00052626 -0.00040243
  0.        ]",air_conditioner
3929,[0.0003287  0.0005839  0.0009002  ... 0.00021855 0.00031821 0.00033745],gun_shot
3930,[0.0380796  0.0454909  0.04937489 ... 0.11740967 0.12104971 0.10693964],street_music
3931,"[-0.03271218 -0.07573923 -0.09886909 ...  0.00883934 -0.00490671
 -0.01000815]",street_music
3932,"[-0.1714021  -0.24866773 -0.22519758 ... -0.1879726  -0.16335335
 -0.17123917]",siren
3933,"[-0.01857297 -0.02839501 -0.02284274 ...  0.00540577  0.01688524
  0.0298038 ]",street_music
3934,"[ 0.00022944 -0.00751604  0.02424999 ... -0.00663936  0.00950177
  0.        ]",air_conditioner
3935,"[-0.00246548 -0.00086818  0.00174338 ...  0.00138722  0.00045649
  0.00101455]",gun_shot
3936,"[ 0.00369021 -0.0034602  -0.00568222 ... -0.01268002  0.04243392
  0.01030884]",street_music
3937,"[-0.12574862 -0.18400383 -0.19846049 ... -0.01578788 -0.00968604
 -0.02350811]",gun_shot
3938,"[-0.00051315 -0.00107331 -0.0017585  ...  0.00294304  0.00163418
  0.00070901]",air_conditioner
3939,"[ 0.0049582   0.01397029  0.02066053 ... -0.05049594  0.07294968
  0.1809421 ]",children_playing
3940,"[ 6.4160614e-11 -6.6392503e-10 -3.2925104e-10 ...  5.3853655e-05
  1.6744367e-05  0.0000000e+00]",drilling
3941,"[-0.03760768 -0.01192952  0.05506662 ... -0.00060396 -0.02533583
 -0.03353638]",children_playing
3942,[0.03661869 0.08739576 0.07424787 ... 0.02044487 0.0148782  0.02755969],engine_idling
3943,[0.4599846 0.7175927 0.6693492 ... 0.        0.        0.       ],children_playing
3944,"[-8.0053229e-05 -2.8008185e-03 -5.1882630e-03 ... -6.3454802e-04
  1.9061953e-03  4.0069260e-03]",car_horn
3945,"[ 0.00261272  0.00073216 -0.00368954 ...  0.03868735  0.03376953
  0.03165356]",engine_idling
3946,"[-2.8759528e-06  8.1242561e-06  8.4815883e-06 ... -9.3579860e-05
 -4.9474547e-05  0.0000000e+00]",street_music
3947,"[-0.00038624 -0.00085498 -0.00086569 ... -0.00144877 -0.00105767
 -0.00043205]",children_playing
3948,"[-0.00371999 -0.00715284 -0.00908883 ... -0.02487669 -0.02994382
 -0.03973822]",dog_bark
3949,"[ 0.01994408  0.02338761  0.02613337 ... -0.01228453 -0.0090056
 -0.02768765]",engine_idling
3950,"[-0.03249222 -0.02213101  0.00698935 ...  0.00460396  0.00557408
 -0.01817746]",engine_idling
3951,"[ 0.00012914  0.00893678  0.02194526 ... -0.02313146 -0.01765598
 -0.00644397]",gun_shot
3952,"[-0.00890984  0.00705366  0.064583   ...  0.07049837  0.2170827
  0.        ]",air_conditioner
3953,"[-0.3623144  -0.52921104 -0.4211744  ... -0.41566694 -0.38896167
 -0.4021631 ]",jackhammer
3954,"[ 0.00491405 -0.00738436  0.0058685  ... -0.00610467 -0.00284532
 -0.0169878 ]",dog_bark
3955,"[-0.07532188 -0.11086252 -0.14621674 ... -0.04110065 -0.07127577
 -0.12855853]",air_conditioner
3956,"[ 0.00965382  0.01262258  0.01146988 ... -0.01595907 -0.01685517
 -0.00920005]",drilling
3957,"[ 0.07458438  0.0940806   0.05214405 ... -0.08095516 -0.08348355
  0.        ]",jackhammer
3958,"[-0.02316232 -0.02903168 -0.01380435 ...  0.01157384  0.0090622
  0.00687207]",street_music
3959,"[-0.00968738 -0.00753941  0.00087301 ...  0.00824253  0.00728334
  0.00676055]",dog_bark
3960,"[ 0.01276247  0.02016209  0.01904049 ... -0.00104041  0.0025164
  0.00388483]",children_playing
3961,"[ 0.06366446  0.09767956  0.09915691 ... -0.18857998 -0.18380803
 -0.19376007]",engine_idling
3962,[0.01910068 0.02961535 0.02508281 ... 0.0244072  0.02761976 0.        ],engine_idling
3963,"[ 0.01954591  0.05595002  0.05700876 ... -0.01102213  0.11844985
 -0.03880947]",children_playing
3964,"[-0.02627381 -0.03827778 -0.03159957 ...  0.01098819  0.0086286
  0.00505865]",street_music
3965,"[-0.02311043 -0.09958616 -0.1746657  ...  0.20483288  0.18997361
  0.16151442]",air_conditioner
3966,"[ 0.00047299  0.00049014  0.00021193 ... -0.00094907 -0.00134535
 -0.00055427]",gun_shot
3967,"[ 0.0736023   0.05449123 -0.01615215 ... -0.07019502 -0.04465131
 -0.01235218]",gun_shot
3968,"[ 0.00302081  0.00121198 -0.01165178 ... -0.00606091 -0.01027976
 -0.00497036]",gun_shot
3969,"[-0.0111548   0.00693713  0.01063396 ...  0.01157521  0.00952539
  0.00984733]",gun_shot
3970,"[ 0.15694948  0.05079927 -0.20037074 ... -0.1441353  -0.10160175
  0.02741363]",siren
3971,[0.00973374 0.01319779 0.00352672 ... 0.0203376  0.01955267 0.01665548],children_playing
3972,"[-0.04227197 -0.06767799 -0.06363684 ... -0.01541341 -0.02483161
  0.        ]",dog_bark
3973,"[ 0.01895177  0.00168959 -0.04919453 ... -0.02307385 -0.07157831
 -0.11116619]",siren
3974,"[-0.11375779 -0.15481788 -0.1388873  ... -0.06675248 -0.06603324
 -0.07725263]",street_music
3975,"[ 0.11192007  0.05402579 -0.1082823  ...  0.12622619  0.04420237
 -0.13147739]",gun_shot
3976,[0.03567586 0.05560203 0.0347863  ... 0.19361538 0.1737003  0.19327691],engine_idling
3977,"[-0.00580071  0.04679283  0.01653581 ... -0.15515402 -0.0880781
 -0.14008282]",jackhammer
3978,"[-0.01820624  0.14081334  0.304273   ...  0.07403702  0.13330646
 -0.00637877]",engine_idling
3979,"[ 0.15850781  0.25807068  0.17728424 ... -0.02436145 -0.05828009
 -0.14505476]",air_conditioner
3980,"[-0.10624495 -0.21355326 -0.21306004 ...  0.0285898   0.03773423
  0.03633846]",children_playing
3981,"[ 0.01075793  0.0163455   0.01829951 ... -0.0125006  -0.01534427
 -0.01952014]",air_conditioner
3982,[0.00092231 0.00105806 0.00087925 ... 0.00142435 0.00155354 0.        ],siren
3983,"[ 7.3865376e-06  2.0237931e-06  9.4494317e-07 ...  5.1215161e-06
 -5.4662705e-06  2.8279269e-06]",siren
3984,"[-0.02727281 -0.03806289 -0.03329346 ... -0.00412212 -0.00171654
 -0.00058649]",car_horn
3985,"[-0.00733614 -0.00621205  0.00140809 ... -0.03200114 -0.03529898
 -0.04610378]",children_playing
3986,"[ 0.15645272  0.38751814  0.15760925 ...  0.02871753 -0.10237585
  0.06782867]",siren
3987,[0.12258793 0.16254085 0.1072522  ... 0.19258794 0.18549475 0.17696127],siren
3988,"[-0.02455557 -0.03900702 -0.03025154 ...  0.00399149 -0.00059783
  0.00384463]",dog_bark
3989,"[-5.4821102e-03 -3.0984385e-03  1.1298255e-02 ...  5.4035634e-05
 -2.9896237e-05 -6.5109445e-05]",jackhammer
3990,"[ 0.12975734  0.19084623  0.19057792 ... -0.2744316  -0.27511936
 -0.29391265]",drilling
3991,"[-0.00110916 -0.00468767 -0.01451074 ... -0.20484039 -0.17733313
 -0.22740749]",engine_idling
3992,"[-0.00826886 -0.0051087   0.02228571 ... -0.01053087 -0.00654178
 -0.00973398]",air_conditioner
3993,"[-0.07401714 -0.12940374 -0.1313999  ... -0.00207978 -0.04804001
 -0.09721818]",air_conditioner
3994,[0.0399765  0.06764797 0.06298737 ... 0.07699132 0.0655321  0.05996704],drilling
3995,"[ 0.00424978  0.0025494   0.00386882 ... -0.03549841 -0.03762987
 -0.04403537]",siren
3996,"[-0.04747542 -0.04672519 -0.00220442 ...  0.01907137  0.01186294
  0.00125368]",siren
3997,"[ 0.06549678  0.09672235  0.08462846 ... -0.00195708 -0.00921974
 -0.01642837]",children_playing
3998,"[-0.0032713  -0.00458801 -0.00342162 ...  0.01216218  0.01065054
  0.0111286 ]",dog_bark
3999,"[-0.0409617  -0.04149412  0.00216465 ...  0.01185138 -0.00090155
 -0.0342561 ]",air_conditioner
4000,"[-0.00237189 -0.00379118 -0.00254394 ...  0.0012304   0.00452141
  0.00517712]",air_conditioner
4001,"[-0.05667721 -0.08126347 -0.0697635  ... -0.02669802 -0.02465157
 -0.02975906]",children_playing
4002,"[-0.07166472 -0.08442755 -0.03058136 ...  0.03882444  0.02757308
  0.01323462]",air_conditioner
4003,"[-0.00891649 -0.01640573 -0.02102028 ...  0.01490143  0.02000956
  0.03043665]",jackhammer
4004,"[ 0.00133067  0.00122937  0.00077687 ... -0.00078217 -0.00055235
 -0.00026982]",gun_shot
4005,[0.1309959  0.2305732  0.19668996 ... 0.09843194 0.12513861 0.16451034],street_music
4006,"[-0.05255585 -0.04980139  0.00845399 ... -0.03821262  0.03181011
  0.08612756]",gun_shot
4007,[0.00072458 0.00110946 0.00113919 ... 0.00626505 0.00631797 0.00418008],engine_idling
4008,"[ 0.00138424  0.01271579  0.00198987 ... -0.03712134  0.01038031
  0.02081338]",drilling
4009,"[ 0.04721736  0.02524908 -0.05804208 ... -0.15757735 -0.14712024
 -0.16947103]",dog_bark
4010,"[ 4.8428774e-08  9.3132257e-09  1.4901161e-08 ... -1.0790853e-02
  7.8850295e-03  1.1848733e-02]",air_conditioner
4011,"[-0.00499777 -0.00010753  0.00801674 ...  0.03044598  0.03716872
  0.02248319]",jackhammer
4012,"[-0.01824813 -0.02780622 -0.02567808 ... -0.34470636 -0.3351044
 -0.3662216 ]",street_music
4013,"[-0.0216767  -0.02728474 -0.02124694 ...  0.00131679 -0.01281619
 -0.01631897]",air_conditioner
4014,"[ 0.0083215   0.00169213 -0.01380033 ... -0.0227386  -0.0057992
 -0.00458362]",gun_shot
4015,"[ 0.01301739 -0.01218624  0.01438423 ... -0.01665278 -0.01269252
  0.01494288]",engine_idling
4016,"[ 0.06751759  0.08547982 -0.18802807 ...  0.03234743 -0.06399032
  0.08964524]",dog_bark
4017,"[-0.00024235 -0.00037689 -0.00034529 ...  0.00034282  0.00036354
  0.        ]",dog_bark
4018,"[-0.02133246 -0.05015735 -0.05354795 ...  0.00465991  0.01272218
  0.00469056]",car_horn
4019,"[-0.0156729  -0.01452449 -0.01663848 ...  0.00469297  0.02520561
  0.05329181]",air_conditioner
4020,"[ 0.00102583  0.00017095 -0.00175802 ... -0.00206609 -0.0021682
 -0.00241364]",dog_bark
4021,"[-0.07536492 -0.1030338  -0.07145409 ...  0.01846929  0.01210413
  0.0113422 ]",children_playing
4022,"[-0.00062355 -0.00093367 -0.00087764 ...  0.00181552  0.00183233
  0.00191707]",jackhammer
4023,"[ 1.2148635e-09  3.7281520e-09 -2.8312541e-09 ...  8.9377768e-02
  7.5848937e-02  7.1892172e-02]",children_playing
4024,[0.01326502 0.01922602 0.01667175 ... 0.03962698 0.03371421 0.03130783],drilling
4025,"[-0.00835299 -0.0116917  -0.0051318  ...  0.0049179   0.00507612
  0.00358472]",drilling
4026,"[-4.7574707e-05 -5.9403967e-05 -5.2131320e-05 ... -6.6465803e-04
 -6.0899340e-04  0.0000000e+00]",dog_bark
